flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,cluster_label
-0.036175895,-0.16385262,0.8570182,-0.14362139,-0.051974088,-0.0152558405,0.009431567,-0.29027858,-0.4830013,-0.34009308,-0.30278963,-0.36797726,0.0049041323,0.0017783791,-0.32789922,-0.54030764,-0.2632275,-0.090129375,-0.116541326,-0.22979698,-0.24577656,-0.010309029,-0.0043655336,-0.006271802,-0.017022353,-0.010446423,-1.1932281,1.9569616,0.017110905,-0.00970342,-0.4378069,-0.0033884943,0.041940194,-0.3100618,-0.3454251,-0.24479933,-0.31846493,-0.18645021,-0.30895913,0.0054639187,0.0046984274,-0.4175621,-0.17346154,-0.08176859,-0.47276914,0.005495947,11
-0.009279985,-0.19197962,-0.34014803,-0.1384917,-0.110896274,-0.059169624,0.024670087,-0.2786953,1.9988806,-0.32783982,-0.31075355,-0.39516172,-0.01762194,6.5196306e-05,-0.3136227,1.0114508,-0.31723204,-0.11423896,-0.09596436,-0.22299075,-0.26696852,-0.025777206,0.0021621445,-0.026080238,-0.020226207,0.008077156,0.8761195,-0.56236124,0.020950332,-0.020936476,-0.4442006,0.005458165,0.01648309,-0.27847755,-0.27390668,-0.28076935,-0.26986098,-0.19154918,-0.30915263,-0.015622678,-0.015157829,-0.3497883,-0.235832,-0.07715689,-0.42171425,-0.016967006,13
-0.013812307,-0.188263,-0.31917062,-0.14657989,-0.1371521,-0.06435932,0.014667308,-0.27545905,2.0156336,-0.33222467,-0.304273,-0.3875981,-0.01237056,-0.0078075845,-0.30926943,1.8771054,-0.29650718,-0.11224446,-0.109280005,-0.23858434,-0.2759435,-0.0105195185,0.005532167,-0.019992277,-0.027219314,0.009647643,0.8877902,-0.55955005,0.025084,-0.032270595,-0.44392443,-0.0018251985,0.021465931,-0.26961383,-0.27609003,-0.28043026,-0.27073926,-0.19879955,-0.28026855,-0.017187811,-0.015799042,-0.37303025,-0.22850174,-0.07564709,-0.41551518,-0.011800721,2
-0.017002536,-0.18924114,-0.3294433,-0.1464831,-0.108643144,-0.067137286,0.020048168,-0.2742848,1.967949,-0.316496,-0.31797498,-0.3907003,-0.017047515,-0.0028883591,-0.3143043,0.99044895,-0.29944894,-0.11287468,-0.10383371,-0.22784358,-0.24490589,-0.019502979,0.0061449828,-0.022889823,-0.014536418,0.0054031927,0.868647,-0.5456029,0.018610805,-0.02288388,-0.4346979,0.0028392859,0.01782664,-0.2772751,-0.27462986,-0.26886952,-0.26742148,-0.19380504,-0.29745322,-0.013585499,-0.016221555,-0.34480527,-0.22494534,-0.07144505,-0.4096287,-0.011030956,13
-0.033664584,-0.15944797,0.85373086,-0.13061413,-0.05961618,-0.024988364,0.010734786,-0.28739485,-0.481693,-0.33834085,-0.30346406,-0.36832318,0.0034007858,0.00041925535,-0.32580328,-0.53475696,-0.26438266,-0.089722276,-0.116597325,-0.2281,-0.24421638,-0.012371263,-0.004375125,-0.0065852217,-0.017535713,-0.009771784,-1.1842853,1.944686,0.015545804,-0.01060939,-0.43772477,-0.0017068423,0.041638102,-0.30794716,-0.34511238,-0.24363278,-0.31609404,-0.18234098,-0.30928507,0.0044825096,0.0026772358,-0.41301823,-0.16967008,-0.07983815,-0.45709515,0.0028178636,11
-0.022362746,-0.185123,-0.32312512,-0.15398254,-0.1274352,-0.067293674,0.010122572,-0.27626425,1.9397051,-0.33077317,-0.30333573,-0.38562474,-0.013830618,-0.0077279788,-0.30698788,1.2812018,-0.28699356,-0.11074096,-0.112408504,-0.24211967,-0.25455397,-0.00766548,0.008717331,-0.01949359,-0.019531485,0.00512656,0.8782718,-0.54089445,0.022811,-0.030482136,-0.44191816,0.0025314316,0.02168991,-0.26885986,-0.2783568,-0.2670675,-0.2724927,-0.20078954,-0.28028208,-0.012035215,-0.014380786,-0.35671607,-0.21931662,-0.0701809,-0.4123181,-0.008663627,2
-0.036718223,-0.1660628,0.8370141,-0.13003035,-0.019315325,0.023913011,0.014405649,-0.29102245,-0.4728247,-0.3379969,-0.2914498,-0.3609727,0.0057530086,0.0020961836,-0.33033046,-0.5342736,-0.25775978,-0.09243148,-0.11351234,-0.22521973,-0.23366374,-0.017162539,-0.0038047042,-0.0075752027,-0.012828316,-0.011774183,-1.1575133,1.9041532,0.016936189,-0.0070531014,-0.44040334,-0.005082786,0.042376615,-0.30384064,-0.3490582,-0.24308152,-0.31191853,-0.17889293,-0.30699354,-0.00048341975,0.0050976835,-0.42307287,-0.16639957,-0.08331181,-0.47579718,0.0029845014,11
-0.036250584,-0.19999805,-0.36565045,-0.13705455,-0.104675755,-0.07474193,0.0026742835,-0.28618014,-0.459642,-0.3281141,-0.30822855,-0.37610385,-0.014719631,-0.005237449,-0.33310643,-0.5191122,-0.30840048,-0.09445319,-0.12486701,-0.24242812,-0.25523221,-0.0099638505,0.008171394,-0.004847273,-0.025544725,0.012619404,0.8972534,-0.53970045,0.008421843,-0.023159228,-0.44825023,0.010220099,0.0139179025,-0.2765664,-0.29531783,-0.25566518,-0.28189242,-0.23498407,-0.30500525,-0.015894279,-0.009568471,-0.32877374,-0.20893554,-0.08531073,-0.4098307,-0.009152055,2
-0.047556695,-0.1687772,0.86372185,-0.12148708,0.00473071,0.04945564,0.009669293,-0.29868853,-0.48452446,-0.35217145,-0.29373342,-0.36804134,0.008974355,0.0068727247,-0.33678043,-0.5456363,-0.26132423,-0.09191714,-0.11806229,-0.22757417,-0.24277687,-0.018667296,-0.0022964934,-0.0062676147,-0.016365342,-0.011728348,-1.193971,1.9553239,0.018411871,-0.00913476,-0.45018393,-0.007113397,0.04290797,-0.30393296,-0.35120463,-0.24443023,-0.32089385,-0.18704897,-0.30727607,0.00017290376,0.00846298,-0.43857512,-0.1731017,-0.089226,-0.48533565,0.0051215626,11
-0.019841002,-0.1780188,-0.3731857,-0.00977743,-0.093470976,-0.022832029,6.632693e-05,-0.22868508,-0.4801494,-0.3216803,-0.29134455,-0.365731,-0.016355524,-0.022130761,-0.31754708,-0.49515128,-0.28645313,-0.10925241,-0.098780416,-0.22763602,-0.3064104,-0.020985432,0.016126793,-0.0084124915,-0.07573825,0.03359983,0.844277,-0.49510473,0.023389246,-0.043218717,-0.42312545,0.010343067,0.003580479,-0.31055585,-0.29512647,-0.17282316,-0.30156958,-0.16976534,-0.33035162,-0.011263087,-0.012741219,-0.3626855,-0.16862684,-0.03184654,0.8809169,-0.039523907,2
-0.036600012,-0.19673905,-0.35691768,-0.13447958,-0.102394916,-0.069885254,0.0027228184,-0.28112608,-0.44769278,-0.32261774,-0.30623144,-0.37033653,-0.016382199,-0.00615873,-0.32966024,-0.50813603,-0.2985813,-0.09409602,-0.121735215,-0.23773965,-0.2446351,-0.010551989,0.006824839,-0.005857222,-0.024761574,0.011461599,0.86517966,-0.52242523,0.009918952,-0.023342513,-0.4384566,0.010932516,0.016166683,-0.2739281,-0.28954202,-0.2520207,-0.27498642,-0.22832456,-0.2981313,-0.014690906,-0.009714388,-0.32604668,-0.20314272,-0.0818039,-0.37758893,-0.006818541,2
-0.028623749,-0.196349,-0.38217124,-0.07904812,-0.102183394,-0.057414617,0.0020048637,-0.28157642,-0.48588806,-0.32180557,-0.31962222,-0.3793158,-0.020877246,-0.0136942305,-0.33228832,-0.4984876,-0.30647898,-0.10070519,-0.11582135,-0.240311,-0.27196503,-0.014583978,0.00781411,-0.008468829,-0.045616515,0.017281277,0.8902433,-0.5442908,0.020085502,-0.030653177,-0.44049188,0.0075451434,0.013708841,-0.29899204,-0.30579257,-0.23023978,-0.2928755,-0.20819354,-0.31335172,-0.012463611,-0.010362258,-0.35308552,-0.19366868,-0.07078847,0.39328307,-0.019866496,1
-0.03985713,-0.18117994,0.8763464,-0.09970691,-0.020651884,0.024015652,0.0119289905,-0.3031258,-0.50369513,-0.34310263,-0.3033395,-0.36900932,0.008887127,0.0032770783,-0.33942223,-0.5527271,-0.27608702,-0.09577068,-0.1165825,-0.21988118,-0.24084255,-0.016316656,-0.003375547,-0.0070883855,-0.014091494,-0.011465054,-1.2109679,1.9845906,0.01578914,-0.0053911265,-0.45401818,-0.004062377,0.047655277,-0.32135627,-0.3509895,-0.25858086,-0.3290105,-0.18542267,-0.32247776,-0.0029771375,0.0057672374,-0.43687704,-0.16922648,-0.09126433,-0.23660645,-0.0010636281,11
-0.021752859,-0.19621724,-0.33639458,-0.13011388,-0.124055535,-0.06881425,0.016446253,-0.28355238,2.0377996,-0.32965446,-0.3172654,-0.39829767,-0.0114066675,-0.0029136986,-0.316949,1.0665181,-0.28533348,-0.11543509,-0.11668566,-0.23467734,-0.2520383,-0.013861139,0.008592705,-0.020074254,-0.0155498395,0.008024605,0.9046364,-0.5644367,0.020074949,-0.027786916,-0.43983918,0.0040755086,0.021545835,-0.2831502,-0.28829658,-0.27761143,-0.28278992,-0.201695,-0.30176598,-0.018018814,-0.01660893,-0.36549357,-0.2212992,-0.0735546,-0.27809435,-0.013249361,2
-0.026916143,-0.21886039,-0.3677746,-0.14181305,-0.09878237,-0.0643954,0.0011221562,-0.27828175,-0.42925167,-0.32909566,-0.31472802,-0.37696928,-0.018044665,-0.014383504,-0.3310451,-0.529966,-0.3011643,-0.10279182,-0.12555273,-0.24740322,-0.25794366,-0.008389149,0.0061976844,-0.0078568235,-0.02739684,0.015051885,0.92641664,-0.55612874,0.0040861336,-0.02424038,-0.46574527,0.007378839,0.004513126,-0.26706827,-0.29037225,-0.25760588,-0.29767907,-0.2432263,-0.31036592,-0.022327261,-0.00096957386,-0.33235946,-0.21747062,-0.0831279,-0.397788,-0.013048282,2
-0.01265602,-0.19184133,-0.33923557,-0.14707565,-0.1254564,-0.05683439,0.018321717,-0.27837822,1.9681581,-0.34674916,-0.30609596,-0.39640355,-0.01884464,-0.0016701482,-0.3060947,1.0500921,-0.31325823,-0.11281349,-0.10744415,-0.23144048,-0.27494523,-0.018667422,0.0034485012,-0.025171468,-0.020272076,0.006187087,0.8973963,-0.5662672,0.021384403,-0.025825184,-0.45012096,0.0039435886,0.014496419,-0.27582148,-0.28559238,-0.28413182,-0.2725249,-0.19828108,-0.30435535,-0.014707897,-0.011523989,-0.36438066,-0.23727362,-0.07604051,-0.4381897,-0.014334307,13
-0.0329614,-0.15725145,0.83683497,-0.039162382,-0.052824214,-0.019278001,0.014996213,-0.29661924,-0.49030238,-0.3425871,-0.30720565,-0.38145658,-0.00080497377,-0.009463828,-0.30627307,-0.50708514,-0.2544824,-0.091380104,-0.10130413,-0.2228946,-0.23656386,-0.020222612,-0.012141024,-0.012095008,-0.009446505,-0.014312968,-1.1707903,1.8901192,0.019896027,-0.009701775,-0.43503618,0.005282849,0.042810593,-0.2920345,-0.3280896,-0.2520243,-0.31754532,-0.14741224,-0.30183655,0.001978919,-0.0020945538,-0.3765181,-0.12759112,-0.06814983,0.345891,-0.010271231,9
-0.028282097,-0.16919443,0.8550112,-0.15132913,-0.07872283,-0.040372897,0.014942973,-0.28952485,-0.47641897,-0.3370729,-0.30115682,-0.3638252,0.0043677595,0.0019286871,-0.32670003,-0.5415747,-0.2578695,-0.09065806,-0.115360975,-0.2271018,-0.23742941,-0.011203223,-0.0035254648,-0.0067745857,-0.017348863,-0.0124917235,-1.1766653,1.9504575,0.013755859,-0.0099358205,-0.43507048,-0.0037193708,0.043995976,-0.31182376,-0.35593805,-0.24283533,-0.31176934,-0.17526336,-0.31761095,0.007861299,0.0044261646,-0.4286868,-0.16452082,-0.08052501,-0.47675174,0.0040686913,11
